Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;First Review;Last Review;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month
Sol;Centro;Guesthouse;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;42.0;;;1;0;2;31;0;0;0;0;31;2016-10-29;2017-03-23;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.74
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron;103.0;;77.0;2;17;3;1125;14;23;40;202;1;2016-07-05;2016-07-05;80.0;10.0;10.0;8.0;8.0;10.0;10.0;strict;0.11
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;52.0;;30.0;1;0;1;1125;0;0;0;0;0;;;;;;;;;;flexible;
San Andrés;Villaverde;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50;33.0;;;2;11;2;1125;0;0;0;96;30;2016-01-04;2016-09-28;94.0;10.0;10.0;10.0;10.0;7.0;9.0;moderate;1.95
Goya;Salamanca;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;TV,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;50.0;;20.0;1;5;17;26;0;0;0;102;0;;;;;;;;;;moderate;
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron;52.0;;20.0;2;8;2;1125;0;0;0;59;16;2016-12-11;2017-04-03;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;4.03
San Isidro;Carabanchel;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;55.0;;;1;0;1;1125;12;36;66;66;1;2016-12-28;2016-12-28;;;;;;;;strict;0.29
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo;50.0;150.0;20.0;2;10;1;1125;12;38;61;231;5;2016-11-05;2017-02-20;80.0;8.0;8.0;9.0;9.0;9.0;8.0;strict;0.97
Jerónimos;Retiro;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;55.0;150.0;33.0;2;31;3;1125;6;15;28;40;4;2015-09-21;2017-01-17;95.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.21
Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer;59.0;;;1;0;1;1125;10;13;33;306;147;2013-08-19;2017-03-17;89.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;3.32
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;150.0;;75.0;2;0;4;1125;6;30;49;319;6;2016-10-08;2017-03-29;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.98
Palacio;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;40.0;200.0;30.0;2;10;1;1125;8;8;8;8;11;2016-09-13;2017-03-26;89.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;1.59
Chopera;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Washer,First aid kit,Essentials,Shampoo;20.0;;;1;0;1;6;0;0;0;97;11;2015-07-07;2016-04-16;92.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.51
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Safety card,Fire extinguisher,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;55.0;200.0;22.0;1;0;2;1125;8;36;64;64;91;2014-10-06;2017-03-04;89.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;2.98
Sol;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron;71.0;100.0;;1;0;2;365;5;14;33;303;86;2015-12-31;2017-04-06;90.0;9.0;10.0;9.0;9.0;10.0;9.0;moderate;5.55
Portazgo;Puente de Vallecas;Apartment;Private room;1;1.5;1.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;10.0;100.0;20.0;1;0;15;200;0;0;5;280;1;2016-05-10;2016-05-10;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.09
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;47.0;;;1;0;1;6;2;2;5;5;0;;;;;;;;;;flexible;
Sol;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;75.0;150.0;28.0;2;30;12;366;1;1;6;96;29;2014-04-12;2017-02-26;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.8
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Pets live on this property,Dog(s),Elevator in building,Heating,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;29.0;;13.0;1;0;2;30;0;18;18;18;10;2016-06-19;2016-09-29;89.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;1.02
Atocha;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Pets live on this property,Cat(s),Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;22.0;;15.0;1;10;2;1125;0;25;54;173;22;2016-06-18;2017-03-21;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.24
Fuente del Berro;Salamanca;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Safety card,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;50.0;70.0;20.0;1;0;3;1125;8;14;20;73;86;2014-04-21;2017-04-04;92.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;2.38
Palacio;Centro;Bed & Breakfast;Private room;2;2.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;39.0;150.0;17.0;2;10;1;1125;5;13;23;85;47;2016-02-29;2017-04-04;89.0;9.0;9.0;9.0;10.0;10.0;9.0;strict;3.48
Sol;Centro;House;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;64.0;100.0;30.0;2;15;1;1125;5;16;33;297;86;2015-11-23;2017-04-03;99.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;5.13
Guindalera;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer;52.0;;;1;0;2;1125;0;0;0;250;3;2017-01-08;2017-01-30;60.0;10.0;10.0;10.0;10.0;8.0;6.0;flexible;0.99
Palacio;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance;28.0;;8.0;1;0;1;1125;1;9;30;30;1;2017-03-24;2017-03-26;80.0;8.0;8.0;8.0;8.0;10.0;8.0;strict;1.0
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Shampoo;80.0;150.0;;1;0;2;21;0;0;0;37;6;2013-03-25;2013-05-06;93.0;9.0;9.0;10.0;10.0;10.0;10.0;flexible;0.12
Embajadores;Centro;House;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;80.0;;25.0;1;0;3;1125;3;8;15;194;26;2016-09-04;2017-04-04;98.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;3.59
Chopera;Arganzuela;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials;75.0;;;1;0;1;1125;24;54;84;359;4;2016-05-08;2017-03-12;85.0;9.0;9.0;8.0;8.0;9.0;9.0;flexible;0.36
Puerta del Angel;Latina;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,translation missing: en.hosting_amenity_50;29.0;100.0;50.0;1;5;1;1125;0;0;5;280;4;2016-07-24;2016-12-02;75.0;8.0;7.0;9.0;9.0;9.0;8.0;moderate;0.46
Palacio;Centro;Apartment;Entire home/apt;4;3.0;3.0;4.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;129.0;;77.0;1;0;3;1125;9;18;26;132;11;2016-01-26;2017-03-18;95.0;10.0;10.0;9.0;10.0;10.0;9.0;strict;0.75
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;Internet,Wireless Internet,Air conditioning,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,First aid kit,Essentials,Shampoo,Hangers,Laptop friendly workspace;89.0;;20.0;1;0;1;10;10;26;52;325;65;2015-08-24;2017-02-18;87.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;3.28
El Viso;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer;55.0;150.0;40.0;1;0;7;22;0;0;0;218;5;2012-12-01;2013-07-28;87.0;10.0;9.0;10.0;9.0;8.0;8.0;strict;0.09
Almagro;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;40.0;100.0;35.0;1;5;5;1125;0;0;6;281;9;2016-10-10;2017-04-02;73.0;9.0;8.0;8.0;9.0;10.0;7.0;strict;1.49
Castellana;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry;95.0;300.0;20.0;1;0;1;1125;4;14;40;283;41;2015-09-30;2017-03-26;89.0;9.0;9.0;9.0;10.0;9.0;9.0;strict;2.21
Sol;Centro;Apartment;Entire home/apt;10;1.0;3.0;7.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;76.0;300.0;50.0;1;22;2;1125;14;33;59;334;88;2012-03-20;2017-03-27;93.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;1.43
Goya;Salamanca;House;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace;100.0;;;1;0;3;1125;28;58;88;363;0;;;;;;;;;;flexible;
Sol;Centro;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron;95.0;;;2;20;3;1125;12;25;53;328;0;;;;;;;;;;strict;
Palacio;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer;65.0;80.0;;2;10;2;365;2;3;9;176;116;2012-09-17;2017-04-02;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.09
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;55.0;100.0;;1;0;3;1125;10;31;50;325;33;2016-05-23;2017-02-28;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.08
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace;55.0;;30.0;2;8;2;1125;13;27;38;129;22;2016-08-10;2017-04-03;85.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;2.73
Palacio;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;85.0;200.0;32.0;2;20;3;1125;6;12;18;80;27;2016-10-06;2017-04-03;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.38
El Plantío;Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Free parking on premises,Buzzer/wireless intercom,Heating;40.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;;;flexible;
Valdeacederas;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Breakfast,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;32.0;95.0;15.0;1;20;3;30;18;48;78;353;0;;;;;;;;;;moderate;
San Fermín;Usera;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,First aid kit,Hangers,Iron,Laptop friendly workspace;23.0;200.0;;1;0;2;365;1;1;1;244;9;2015-10-30;2017-02-28;93.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;0.51
Cortes;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;145.0;200.0;40.0;1;40;3;30;12;42;65;65;38;2014-06-30;2017-02-26;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.12
Guindalera;Salamanca;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Elevator in building,Washer,Dryer,Essentials,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;22.0;100.0;15.0;1;0;2;1125;0;0;0;0;1;2016-08-03;2016-08-03;;;;;;;;flexible;0.12
Universidad;Centro;House;Shared room;2;1.0;1.0;2.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Laptop friendly workspace;24.0;94.0;25.0;2;10;3;1125;17;47;77;323;5;2015-12-08;2016-09-21;72.0;8.0;6.0;7.0;7.0;8.0;7.0;strict;0.31
Trafalgar;Chamberí;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;74.0;150.0;;1;0;3;10;6;13;20;247;223;2014-03-18;2017-04-01;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;5.98
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wheelchair accessible,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers;45.0;;25.0;2;7;2;1125;6;27;47;137;12;2017-01-11;2017-04-03;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.09
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;55.0;;12.0;1;0;2;1125;11;22;29;264;29;2016-09-14;2017-03-19;93.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;4.2
Imperial;Arganzuela;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer;70.0;100.0;20.0;2;8;4;1125;1;1;1;1;27;2016-03-23;2017-03-19;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;2.12
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer;35.0;;;1;15;3;1125;7;33;57;332;45;2013-02-17;2017-02-12;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.89
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;80.0;200.0;40.0;2;15;3;200;11;36;57;330;15;2014-10-07;2017-02-16;87.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;0.49
Embajadores;Centro;Apartment;Entire home/apt;7;2.0;3.0;5.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;165.0;200.0;50.0;4;10;2;1125;14;30;50;325;1;2015-11-03;2015-11-03;100.0;10.0;8.0;10.0;10.0;8.0;8.0;strict;0.06
Universidad;Centro;Loft;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Cable TV,Wireless Internet,Wheelchair accessible,Kitchen,Pets allowed,Indoor fireplace,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;72.0;;25.0;1;20;1;1125;10;37;63;338;17;2015-10-14;2017-01-31;95.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;0.94
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;60.0;150.0;30.0;2;30;2;1125;1;3;9;275;28;2016-02-14;2017-03-25;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.0
Sol;Centro;House;Private room;1;1.0;4.0;3.0;Real Bed;Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,24-hour check-in,Hangers,Iron;95.0;150.0;;1;0;1;1125;0;6;36;311;4;2016-06-12;2016-07-04;90.0;8.0;9.0;10.0;10.0;10.0;9.0;moderate;0.4
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Dog(s),Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;80.0;;50.0;2;10;4;30;5;11;19;19;126;2012-12-14;2017-03-26;95.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;2.4
Delicias;Arganzuela;Apartment;Entire home/apt;14;2.0;4.0;11.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Doorman,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;70.0;100.0;50.0;4;12;3;300;2;8;12;238;17;2014-05-15;2017-03-24;93.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;0.48
